V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,Time,Amount,Class
0.29869171161480607,-1.1700031882510715,-0.48180982870294853,-1.3139234971341953,-0.40996040008725637,-0.2665244502481494,-0.05828942263986839,-0.4738664149429192,-0.17621381600088382,-0.2589459012372106,0.17270714490762615,0.37956277061492305,0.10710380288892102,0.3151554212290162,0.0954199412617077,2.0104974231147055,47.78313000090798,0.0
0.5935013341874298,0.9320734494696217,-1.2231290899577916,0.566602358880777,-0.6448003873036772,0.09289931290331097,0.1306776167481342,0.3042180627341797,-0.025467717658008055,-0.0024403721263902677,0.1716982141997814,-0.17307091429870636,-0.9497276258140401,-0.0008768274408707589,-0.3744143128504445,5.308298014891881,41.48334519920045,0.0
-0.41714184021458206,-0.4657838148876599,-0.9856268545532402,-0.1998357296291631,0.0003991343262205632,0.3840052046903892,-0.29536441242211764,0.7887580758287566,0.29187879411302775,-0.5605429793805019,-0.24414217150518422,1.0107718223475637,0.3799762091896881,-0.2634421675902122,0.4463280787631619,9.128735024543792,20.377155353756706,0.0
-0.6306082008763613,-0.27633859251619836,-1.164972354064302,0.30185244713770415,-0.5827792657011396,-0.04028881759004687,-0.7732177666984985,0.10020795610240833,-0.037078345641060564,-0.7369184959254705,-0.2386691126010065,0.06659862791377825,0.22259027144907098,0.7916508271809055,0.6089374017812258,23.276518802382018,94.46244473085974,0.0
1.143561424326395,0.9062640981419979,1.2077724275064026,-2.1481099688086815,-0.8182814695282707,-2.856668910227622,-0.07746410182367766,-0.150775021017493,-0.37891697488643805,-0.651158956151305,-0.9471755977106916,-0.6466632794097126,-0.04155204348622389,0.29882866927525836,0.805965752876336,39.23665839362423,171.9410136758833,1.0
0.1672416714124898,0.29638818176058584,0.8041080232044773,0.16916460509089173,0.4915394054066003,-0.18979594227962318,0.36062554438598,0.10499874283867479,-0.12092199584266697,0.7736011081656933,-0.6015457143833618,-0.4299555978706045,0.5888023388086364,0.48557452878333707,0.006348548086056815,41.62813046655271,201.76865643410295,0.0
0.16984684486313284,0.258692006455337,0.18250780559387264,0.12057805008101528,-0.42023554005896163,0.6191159857665389,-0.10202569874580467,-0.4952885657558376,0.06704847945649725,0.17160654897355618,0.19767746784132195,0.48639265196496045,-0.1899041900509838,-0.03257844803038622,-0.42197641088508125,41.650628791213514,4.263640109083358,0.0
0.11685920193919078,-0.4293248145033653,-0.2949583291703968,0.4917256951441735,0.06823991189407111,0.7122829703351584,0.5883587641312822,0.10787192781525626,0.1768555217919508,-0.11924787909644591,0.5219537039321458,0.18156222705250719,0.45478046661889115,-0.32343226185978763,-0.6805366999880704,41.98417019062911,104.24536269161962,0.0
2.4087497822536825,1.7620492188084897,1.2019758412743733,-1.8123022908514053,-1.5934247509726172,-1.407081407556181,0.5858593557598852,0.51034089224798,0.061984283077742466,0.5932470200330096,-0.5714340617657644,0.2867360684575721,0.3582250460173023,0.2506208570255478,-0.47018497386659397,69.400742238118,340.96196803721284,1.0
0.11467902969249548,-0.1280510034571142,-0.9786996838363373,-0.5888569601640596,0.5806290866549544,-0.19895720930674143,0.5280652659995599,0.5718254054085402,0.2731203793066538,-0.307215565250352,0.4721172902428069,0.10677816130065666,0.0223339668125418,-0.45580347521257086,-0.25039117434354846,70.91256342233024,143.4979345624751,0.0
